File Name	Name	Type	Page	Modification Date	Comment
html5_and_javascript_web_apps.pdf	brad	Highlight	9	5/11/2014 10:55:02 PM 	"A few core W3C specifications are considered the cornerstones of today’s “enterprise”\rweb apps: Web Storage, Web Workers, Geolocation, Device Orientation, and Web Sockets."
html5_and_javascript_web_apps.pdf	brad	Highlight	10	4/25/2014 1:12:28 AM 	"Chapter 1 and Chapter 2 start with an overview of the Mobile Web and will help you\rget a good grasp on which browsers support the standards that this book talks about\rand which browsers you should support. Here you’ll learn on how to grade browsers so\rthat your development team, QA team, and customers will know where you stand on\rbrowser support."
html5_and_javascript_web_apps.pdf	brad	Highlight	16	4/25/2014 1:13:52 AM 	"One other small fact that’s pushing the browser as a platform is that multiple companies\r—Google, Apple, Mozilla, and Microsoft—are pushing thousands of commits per week\rinto improving their hybrid, thick-client technology platforms."
html5_and_javascript_web_apps.pdf	brad	Highlight	18	4/25/2014 1:53:29 AM 	The technology that drives our UI is changing as browsers become more\rmobile and as they’re given more hardware access through JavaScript APIs.
html5_and_javascript_web_apps.pdf	brad	Highlight	18	4/10/2014 9:01:58 PM 	"We are\rnow getting objects and data back from intermittent RESTful or WebSocket connections,\rwhich are automatically bound to the UI through a client-side, JavaScript framework."
html5_and_javascript_web_apps.pdf	brad	Highlight	18	4/10/2014 9:02:09 PM 	"which are automatically bound to the UI through a client-side, JavaScript framework.\rOur applications now have the ability to occasionally sync data and the power to function\roffline."
html5_and_javascript_web_apps.pdf	brad	Highlight	18	4/25/2014 1:54:01 AM 	"JavaScript libraries like jQuery\rand prototype must not define our frontend development models. Cross-browser DOM\rmanipulation libraries should be taken very seriously, but the complexities of a scalable\rclient-side architecture deserve much more attention than they have been given in the\rpast."
html5_and_javascript_web_apps.pdf	brad	Highlight	18	4/25/2014 2:01:33 AM 	"past. Organizing code and your application structure with mature techniques gathered\rfrom the classic Design Patterns: Elements of Reusable Object-Oriented Software by Erich\rGamma, et al., (Addison-Wesley Professional, 1995), is just the beginning. More than\r40 MVC JavaScript frameworks now claim to be MVC, but they should be called MV*.\rThey all use different techniques for managing models, views, and controllers, and many\rseriously depart from the original Smalltalk MVC concepts. And even though JavaScript\rframeworks give us a nice way to organize and structure our code, we must deal with\rbrowser APIs that expose hardware-level access, such as Geolocation or Web Workers,\ron our own. The architecture of heavy, HTML5-driven user interfaces is still in its infancy,\rbut fortunately you have this book to help light your path."
html5_and_javascript_web_apps.pdf	brad	Highlight	18	4/25/2014 2:03:09 AM 	"Our frontend code is now packaged in native\rapps, extensions, and operating systems that are all driven by HTML5. As we are seeing\rwith Google’s Chrome OS and Mozilla’s Boot 2 Gecko projects, the Open Web is very\rclearly being considered the platform for which web applications should and will be\rwritten."
html5_and_javascript_web_apps.pdf	brad	Highlight	21	4/25/2014 2:06:08 AM 	"Even in large enterprise environments, mobile browser statistics are on the rise and\rstarting to align with their desktop cousins. We are still faced, however, with the fact\rthat one third of the Internet is using a version of Internet Explorer older than 9."
html5_and_javascript_web_apps.pdf	brad	Highlight	22	4/25/2014 2:08:42 AM 	"• Developing sites for constrained devices and resolutions will force you to create\rmore fluid and flexible content.\r• Device features, such as accelerometer and geolocation hardware, present new\rbusiness opportunities with technologies like Augmented Reality.\r• Overall, mobile first requires you to think in a code-quality mindset. Today, it’s\rrequired for developers to worry about things like battery life when doing hardwareaccelerated\ranimations with CSS. This quality of development not only brings better\rperforming apps, but it also encourages you to focus on cleaner semantics.\r• As you wean yourself off of desktop-focused web development, mobile browsers\rgive you a glimpse into the future. This allows you"
